,reviewerID,productID,rating,date
617486,A3EXIZWHSNVNME,B002IEVJRY,3.0,2012-06-01
617491,A1FDVT0DLJWV78,B002IEVJRY,4.0,2012-03-22
617493,A3EXWV8FNSSFL6,B002IEVJRY,5.0,2012-07-03
617498,A3R4794K2RVU1S,B002IEVJRY,4.0,2012-06-11
617499,ALNFHVS3SC4FV,B002IEVJRY,5.0,2012-05-31
617500,A1ZZZT0KJR46UV,B002IEVJRY,5.0,2012-06-23
617501,A3IMO49QD6OYKN,B002IEVJRY,3.0,2012-05-06
617502,A1VF5LN6SHFVFJ,B002IEVJRY,5.0,2012-04-03
617503,A10ZBR6O8S8OCY,B002IEVJRY,2.0,2012-06-25
617507,A3OJX18B60PJR9,B002IEVJRY,5.0,2012-06-21
617509,A2V5M5EJPOD2IU,B002IEVJRY,4.0,2012-06-09
617513,A1TR1R2QKWRSRA,B002IEVJRY,3.0,2012-05-30
617514,A1OMXVXXP07F05,B002IEVJRY,5.0,2012-07-08
617515,A1A1BM6N28X9J0,B002IEVJRY,5.0,2012-07-13
617517,A3R9X003XW0LNR,B002IEVJRY,5.0,2012-06-08
617519,A89ZZKNDFQH23,B002IEVJRY,3.0,2012-04-16
617523,ACJT8MUC0LRF0,B002IEVJRY,5.0,2013-03-26
617524,A1T2ZO4ARVSUGE,B002IEVJRY,4.0,2012-06-26
617527,A3HQAPXAJV7PRX,B002IEVJRY,5.0,2012-03-22
617529,A3BFDEBT5IV4UN,B002IEVJRY,4.0,2012-06-28
617533,A293HA28PN3VO4,B002IEVJRY,3.0,2012-05-10
617535,A1I477ADGMLVJM,B002IEVJRY,4.0,2012-06-13
617536,A2OW1FKQFPIA5D,B002IEVJRY,1.0,2013-03-28
617537,A2PSC7LUNIDEAH,B002IEVJRY,5.0,2012-07-11
617539,AKJHHD5VEH7VG,B002IEVJRY,3.0,2012-06-04
617540,A37USOKUTI724H,B002IEVJRY,3.0,2012-05-16
617544,A2EDTVVR9IFNLW,B002IEVJRY,2.0,2012-07-10
617546,A36K2N527TXXJN,B002IEVJRY,4.0,2012-05-01
617552,AXAJXJZUL2J5P,B002IEVJRY,4.0,2012-06-18
617554,A6LUXI8I8BU6P,B002IEVJRY,4.0,2012-04-05
617556,A100WO06OQR8BQ,B002IEVJRY,3.0,2013-03-23
617557,A1AG7F4Z1EOO5L,B002IEVJRY,3.0,2012-03-20
617558,A3SMD3T0QTN109,B002IEVJRY,5.0,2012-10-18
617559,A2BN9DIBP9A0XG,B002IEVJRY,3.0,2012-06-27
617560,AXO4PQU0XG3TG,B002IEVJRY,5.0,2012-06-19
617562,A1DC1O4VX6AHPP,B002IEVJRY,5.0,2012-03-22
617564,A9KLAL1CXZ0W5,B002IEVJRY,4.0,2013-03-27
617565,AMS2CPERWN7JV,B002IEVJRY,4.0,2012-06-07
617570,A343C98QJO0JBE,B002IEVJRY,4.0,2012-03-22
617571,A1H6JP5UC5WVT7,B002IEVJRY,4.0,2012-05-22
617573,AY3D7DG5L5WCK,B002IEVJRY,3.0,2012-06-21
617574,AOEDWQLH2WKKW,B002IEVJRY,3.0,2013-01-22
617575,A3FHSLWEMH7JD8,B002IEVJRY,3.0,2013-03-20
617577,A194K60CWZ371J,B002IEVJRY,5.0,2012-03-21
617579,A28IIVKXOE1ATF,B002IEVJRY,4.0,2012-06-07
617580,AHQRU3MRORIWQ,B002IEVJRY,4.0,2012-06-02
617582,A36MP37DITBU6F,B002IEVJRY,1.0,2012-06-23
617583,A1B3GNO9C8YX0N,B002IEVJRY,2.0,2012-04-12
617585,A1S27P7KJO9I96,B002IEVJRY,1.0,2012-04-11
617586,A3QS4WWC1LCA6H,B002IEVJRY,4.0,2012-06-13
617587,A2DG63DN704LOI,B002IEVJRY,4.0,2013-04-04
617588,A3VLCQX7NG1N0E,B002IEVJRY,5.0,2012-05-16
617592,AUITG1DJ3QUGK,B002IEVJRY,4.0,2012-06-27
617593,A33LH3ROCD8AY4,B002IEVJRY,4.0,2012-06-28
617595,A235UFZGCFN3J5,B002IEVJRY,5.0,2012-06-02
617597,A3TJSWA0W9ITYE,B002IEVJRY,3.0,2013-03-07
617599,A1JBBR4MNGQ70G,B002IEVJRY,3.0,2012-06-04
617600,A2W4014S06NAIT,B002IEVJRY,3.0,2012-08-03
617604,A27CTW0GPEE0AZ,B002IEVJRY,5.0,2012-06-26
617607,A73DFWJE0CGY6,B002IEVJRY,3.0,2012-04-15
617610,A37FFWZUGO8L7W,B002IEVJRY,3.0,2012-06-19
617612,A3BTL4FV6ODKAT,B002IEVJRY,4.0,2012-04-19
617618,A397CWU6DM3O5G,B002IEVJRY,4.0,2012-06-01
617619,A2KJZXIXBHVG0K,B002IEVJRY,5.0,2012-06-27
617621,A3PPO2X5PJE1L9,B002IEVJRY,4.0,2013-01-24
617624,A2MBLVMVDLHK1L,B002IEVJRY,5.0,2012-07-19
617625,A235NA61RC6YC1,B002IEVJRY,1.0,2012-06-04
617626,A2503LT8PZIHAD,B002IEVJRY,3.0,2013-03-26
617627,ALSAOZ1V546VT,B002IEVJRY,5.0,2013-03-29
617628,A1L7R2764ED46Y,B002IEVJRY,4.0,2012-06-05
617629,A3FARCKMBHQZLY,B002IEVJRY,4.0,2012-05-15
617630,A1AEPMPA12GUJ7,B002IEVJRY,4.0,2012-07-12
617631,A22PUBSSNP54L,B002IEVJRY,4.0,2012-06-04
617632,A3KDO3XV0MK1GX,B002IEVJRY,3.0,2012-04-17
617634,A3T1LD0C65QCWK,B002IEVJRY,4.0,2012-03-22
617635,AM004PHO6F3FZ,B002IEVJRY,3.0,2012-04-18
617636,A217CC8F7N5717,B002IEVJRY,5.0,2012-07-02
617638,A2WZNM833CJH82,B002IEVJRY,5.0,2013-04-15
617642,AQLL2R1PPR46X,B002IEVJRY,4.0,2012-04-17
617646,A3R5GTYQ50QVMD,B002IEVJRY,1.0,2012-06-28
617647,A27HB4L3I1WJUR,B002IEVJRY,3.0,2013-02-15
617649,APBB297H3ZA5E,B002IEVJRY,4.0,2012-07-19
617652,A35HOUWHAYZZN6,B002IEVJRY,5.0,2012-05-31
617657,A1M5ZT35YX6TIN,B002IEVJRY,3.0,2012-06-28
617658,A1CFU5XJXN3PV4,B002IEVJRY,4.0,2012-04-19
617663,AT53ZTTO707MB,B002IEVJRY,3.0,2012-06-06
617664,ALYZJ7W14YS26,B002IEVJRY,3.0,2012-03-31
617665,A1YZEKPPMXG1YJ,B002IEVJRY,1.0,2012-06-16
617668,ALBW2ZBS6Z2AY,B002IEVJRY,4.0,2012-05-30
617670,A2XA8CW5DF4MNZ,B002IEVJRY,4.0,2012-06-17
617672,A2EXGRAA6QW96Z,B002IEVJRY,3.0,2012-03-19
617674,A22S7D0LP8GRDH,B002IEVJRY,5.0,2012-06-20
617676,A24RCBRDXRXR0Y,B002IEVJRY,4.0,2013-03-27
617677,A1YVDY3TISDRE1,B002IEVJRY,4.0,2012-03-24
617680,A215WH6RUDUCMP,B002IEVJRY,2.0,2012-06-10
617681,A1VYFEJM12ZP11,B002IEVJRY,5.0,2012-06-12
617685,A3A8FMW6BDJ166,B002IEVJRY,1.0,2012-07-20
617686,A3PJZ8TU8FDQ1K,B002IEVJRY,3.0,2012-07-08
617687,AKMEY1BSHSDG7,B002IEVJRY,4.0,2012-06-21
617688,AKCZIJ6ZHE41D,B002IEVJRY,3.0,2012-04-15
617690,A3U6J0DLLDEWM2,B002IEVJRY,5.0,2013-03-20
617691,A19XMHRB3G4DIR,B002IEVJRY,5.0,2012-06-01
617695,A244CRJ2QSVLZ4,B002IEVJRY,4.0,2012-06-12
617698,A2GY5WCU9PKTMI,B002IEVJRY,3.0,2012-07-14
617699,A2065HBMYDXJ1S,B002IEVJRY,3.0,2012-03-22
617701,A23ZNGL704AW7O,B002IEVJRY,4.0,2012-06-24
617702,A1C4J5MRES1KRK,B002IEVJRY,3.0,2012-05-14
617705,A2GL934UT3XENH,B002IEVJRY,5.0,2012-06-13
617706,A2ZWTFZRNQW7D5,B002IEVJRY,4.0,2012-06-10
617707,A3H11VW0L01A1T,B002IEVJRY,3.0,2012-06-04
617708,A3M6KV5PDU46YI,B002IEVJRY,4.0,2013-04-27
617709,A3BKNXX8QFIXIV,B002IEVJRY,3.0,2012-06-04
617710,A26TYDQ2BFD4EG,B002IEVJRY,4.0,2012-04-07
617711,A1ZU55TM45Y2R8,B002IEVJRY,1.0,2012-05-31
617713,A1SB9BNNGKNX2Z,B002IEVJRY,5.0,2012-06-14
617714,ATLO3YXU2BC16,B002IEVJRY,4.0,2012-05-18
617716,A1VQBEW0G4IH1J,B002IEVJRY,3.0,2012-07-03
617718,A2YPGQH2UGGTM2,B002IEVJRY,4.0,2012-06-27
617722,A1IU7S4HCK1XK0,B002IEVJRY,3.0,2012-07-17
617723,A34CSXOGVYF94S,B002IEVJRY,3.0,2012-05-31
617724,A1ZPY91VE3IDN1,B002IEVJRY,3.0,2012-06-07
617725,AYB4ELCS5AM8P,B002IEVJRY,3.0,2012-06-05
617730,A19V2TRL68EOHV,B002IEVJRY,2.0,2012-06-09
617731,A1F5O1USOUOOXI,B002IEVJRY,5.0,2012-04-19
617732,AKT8TGIT6VVZ5,B002IEVJRY,5.0,2012-03-30
617733,A3SLC8F6VIWXIR,B002IEVJRY,5.0,2012-05-24
617734,A1BK60GZ4QME6I,B002IEVJRY,4.0,2012-04-18
617735,AEJAGHLC675A7,B002IEVJRY,4.0,2012-06-04
617737,A2UEB48LAWFUCW,B002IEVJRY,4.0,2012-06-21
617738,A3HAA7H8PBVM78,B002IEVJRY,4.0,2012-05-31
617739,A3BAE79NXFDXGV,B002IEVJRY,3.0,2012-07-18
617740,A1ZCSSCAGBCD49,B002IEVJRY,4.0,2012-06-16
617741,AUCOL2XUE1IX7,B002IEVJRY,5.0,2012-06-27
617742,A3JISS7CQJF8JL,B002IEVJRY,2.0,2012-03-19
617748,A1R4VHGGF1H23Y,B002IEVJRY,4.0,2013-05-16
617749,AGVDI7RLT24WJ,B002IEVJRY,4.0,2012-04-02
617751,A3VI2VETB90ZG5,B002IEVJRY,4.0,2012-06-10
617752,AOAOARIH72UWI,B002IEVJRY,4.0,2013-01-27
617754,A3AW05VYWC3LX8,B002IEVJRY,3.0,2012-07-25
617756,A18GJ9MYYO6GCQ,B002IEVJRY,4.0,2012-06-08
617758,A34UVV757IKPVB,B002IEVJRY,3.0,2012-06-26
617760,A3DZFEICHK5LF2,B002IEVJRY,4.0,2012-06-13
617762,A3HOBP97RKKY0M,B002IEVJRY,3.0,2012-06-04
617763,AQIJ3ZEEVCIKU,B002IEVJRY,2.0,2012-06-22
617769,AW6J9IILGOZY3,B002IEVJRY,4.0,2012-05-31
617770,A1VBDMNT6I8RE5,B002IEVJRY,5.0,2012-05-07
617771,A3U029B8Z5WGI2,B002IEVJRY,3.0,2012-06-12
617772,A34DQINHT6NYJU,B002IEVJRY,4.0,2012-06-09
617773,A3D9NUCR4RXDPY,B002IEVJRY,3.0,2012-06-16
617774,A2OZ6PW2W5FQTP,B002IEVJRY,5.0,2012-06-26
617775,A6VSWJVTWEOII,B002IEVJRY,4.0,2012-04-18
617777,A1NVK25SNU2BOM,B002IEVJRY,1.0,2013-03-08
617778,A2UOLBX7155MY3,B002IEVJRY,5.0,2012-03-22
617779,A2KUUIJ52MWDAS,B002IEVJRY,5.0,2012-03-21
617782,A1ER5AYS3FQ9O3,B002IEVJRY,5.0,2012-06-01
617783,A5H8NA5CJ0FK4,B002IEVJRY,4.0,2012-06-04
617784,A22B13EJTZKCTM,B002IEVJRY,3.0,2012-07-19
617788,A1EX5SK2PD0XLC,B002IEVJRY,4.0,2012-03-22
617789,AG6JWI77UMETS,B002IEVJRY,5.0,2013-01-19
617790,A7WH560VVUXB2,B002IEVJRY,4.0,2012-03-19
617793,A1EVV74UQYVKRY,B002IEVJRY,3.0,2012-07-11
617794,A27H9DOUGY9FOS,B002IEVJRY,2.0,2012-06-05
617796,A2XCCN239AR1XK,B002IEVJRY,5.0,2012-06-01
617797,A1INBQLNQNSHTK,B002IEVJRY,5.0,2012-06-01
617799,AMRMK86X3PKXD,B002IEVJRY,5.0,2012-05-31
617800,AJQDIT55SZ3ZX,B002IEVJRY,2.0,2012-07-11
617802,A267FU71Z01CIH,B002IEVJRY,5.0,2012-06-15
617805,A4VMQ6ZTSXSSL,B002IEVJRY,3.0,2012-09-20
617809,A13U975DFXBU44,B002IEVJRY,4.0,2012-06-10
617811,A2W9I628I6SE1U,B002IEVJRY,3.0,2012-07-24
617813,A3094EPI56GKZ6,B002IEVJRY,5.0,2012-06-05
617815,A2R1HUYHXV7H18,B002IEVJRY,4.0,2012-06-04
617817,A2W0XCWOK3MW6F,B002IEVJRY,5.0,2012-03-21
617818,ACJ9N7ED37HXS,B002IEVJRY,5.0,2012-06-28
617819,A30IP5D5DLHRPA,B002IEVJRY,3.0,2012-05-23
617820,A2E2PA6UNK1E05,B002IEVJRY,3.0,2012-07-12
617821,A2Y8IDC1FKGNJC,B002IEVJRY,3.0,2012-07-03
617822,A31RULW0KNYJ5H,B002IEVJRY,4.0,2012-06-02
617827,A14MSHFCXPARFS,B002IEVJRY,5.0,2012-06-28
617828,A2WY52YD5GAEIB,B002IEVJRY,4.0,2012-06-11
617830,A1N46G8TKM3ZQB,B002IEVJRY,4.0,2012-03-27
617831,A13WOT3RSXKRD5,B002IEVJRY,2.0,2012-05-04
617834,A1IDWUYX4QXTUE,B002IEVJRY,4.0,2012-06-20
617835,A21SL94J53BDS9,B002IEVJRY,5.0,2012-04-03
617836,A3R9H6OKZHHRJD,B002IEVJRY,4.0,2012-04-01
617837,AYPEPA3VS4KDM,B002IEVJRY,4.0,2012-04-12
617838,A2YQ7M9GFU3Z65,B002IEVJRY,5.0,2012-03-22
617841,AEC90GPFKLAAW,B002IEVJRY,4.0,2012-06-14
617842,A2EKPIN655LOW8,B002IEVJRY,5.0,2012-04-01
617843,A29534U2P9CLNR,B002IEVJRY,4.0,2012-03-26
617844,A5ZD6FBMZQGDS,B002IEVJRY,4.0,2012-03-19
617845,A2SNRRXE9M9ZDY,B002IEVJRY,4.0,2012-05-31
617846,A33Y8C4818EJL0,B002IEVJRY,5.0,2012-06-07
617849,ACH3XM6K1M4AK,B002IEVJRY,2.0,2012-07-02
617850,A2MA4ATED1B1GB,B002IEVJRY,3.0,2012-04-04
617853,A28FJ93TJSSQS4,B002IEVJRY,3.0,2012-06-10
617854,A35LT14WG5BX0T,B002IEVJRY,3.0,2012-12-20
617856,A2561PYW9TTMYD,B002IEVJRY,4.0,2012-04-25
617857,A2VH0UT5EQFB6P,B002IEVJRY,5.0,2012-06-03
617858,ATANE2SC44592,B002IEVJRY,3.0,2012-04-05
617860,A2CZ98V784SRJ0,B002IEVJRY,5.0,2012-07-17
617865,A2MJ8OL2FYN7CW,B002IEVJRY,2.0,2012-06-02
617866,A25KKXUQQ0OLWB,B002IEVJRY,2.0,2013-03-31
617867,A1PI8VBCXXSGC7,B002IEVJRY,4.0,2012-06-09
617868,A2MUGFV2TDQ47K,B002IEVJRY,4.0,2012-06-04
617869,A20VX7F4164FVC,B002IEVJRY,3.0,2012-04-02
617870,A1JMR1N9NBYJ1X,B002IEVJRY,5.0,2012-07-26
617873,A1UQBFCERIP7VJ,B002IEVJRY,4.0,2012-06-02
617875,A1ALOTXWL76OY7,B002IEVJRY,2.0,2012-03-23
617877,A1F1A0QQP2XVH5,B002IEVJRY,5.0,2012-06-16
617881,AOEUN9718KVRD,B002IEVJRY,2.0,2012-06-02
617882,A2VJJ2POCLMED7,B002IEVJRY,2.0,2012-07-26
617883,A1URXSRV6WDHVY,B002IEVJRY,4.0,2013-03-28
617884,AMYTL79JMGQ6D,B002IEVJRY,3.0,2013-03-29
617890,A2DA2NJZ2RIYAB,B002IEVJRY,4.0,2012-07-19
617891,A23RZIU0N8K2KR,B002IEVJRY,2.0,2012-04-01
617892,A7OCP4P0S4YO8,B002IEVJRY,3.0,2012-06-21
617894,A1BJOHHLG0D965,B002IEVJRY,3.0,2012-06-10
617900,A38Z8ZXX1BPFRL,B002IEVJRY,4.0,2012-06-07
617901,A2LXX47A0KMJVX,B002IEVJRY,4.0,2012-06-06
617902,A1R6DKN9YQ2YU1,B002IEVJRY,2.0,2012-05-17
617905,AHRNDSKWH1YBT,B002IEVJRY,5.0,2012-06-18
617906,A35Q0RBM3YNQNF,B002IEVJRY,5.0,2012-07-12
617908,A31BD4RXCON7QO,B002IEVJRY,4.0,2012-07-05
617911,A10PEXB6XAQ5XF,B002IEVJRY,3.0,2012-06-26
617912,A1RPTVW5VEOSI,B002IEVJRY,4.0,2012-06-15
617915,A3W4D8XOGLWUN5,B002IEVJRY,3.0,2012-03-27
617918,ADS99W8WMEXZ2,B002IEVJRY,4.0,2012-05-25
617919,AC6LV5D2RKTIR,B002IEVJRY,3.0,2012-10-02
617923,A1FPQ54AIB26L0,B002IEVJRY,5.0,2012-05-02
617924,ATECU14VUIOJ0,B002IEVJRY,3.0,2012-03-21
617928,A22KL4WOK6GTW2,B002IEVJRY,4.0,2012-08-19
617931,APP35M28G2U51,B002IEVJRY,4.0,2012-06-03
617934,A1UMSB7LAW0RIR,B002IEVJRY,4.0,2012-06-05
617936,A1ONZ8JRPLBNUI,B002IEVJRY,3.0,2012-10-18
617938,A3LXXYBYUHZWS5,B002IEVJRY,5.0,2012-04-11
617940,ALL9XFM0Q1N4E,B002IEVJRY,4.0,2014-01-31
617941,A2S26YGSVXBCFL,B002IEVJRY,4.0,2012-06-03
617943,A2QDOJFFLFGF18,B002IEVJRY,5.0,2012-06-20
617944,A3J029KBNG5MNP,B002IEVJRY,3.0,2012-06-24
617945,AGEKVD8JPZQMT,B002IEVJRY,3.0,2013-03-28
617947,ARYSDAZNRXN6G,B002IEVJRY,3.0,2012-07-04
617948,A30LAVLDNH4JR0,B002IEVJRY,4.0,2013-05-23
617949,A3EJ8XHVDC0CWH,B002IEVJRY,4.0,2012-06-04
617951,AT0E6UBVJMJ6W,B002IEVJRY,2.0,2012-06-07
617952,A1Z7Y2GMAP9SRY,B002IEVJRY,5.0,2012-07-26
617954,A2TO2BN3P4C00L,B002IEVJRY,4.0,2012-05-22
617955,A1MZL91Z44RN06,B002IEVJRY,4.0,2012-05-30
617957,A376OJHLE6SU9Q,B002IEVJRY,2.0,2012-06-21
617958,A2AWVROFGSZU4E,B002IEVJRY,4.0,2012-06-16
617959,A1QBOC76MIOJYP,B002IEVJRY,5.0,2013-05-01
617960,A3GFK7F5IUF60X,B002IEVJRY,5.0,2012-05-17
617962,A3E07UISGJ2BT7,B002IEVJRY,4.0,2012-05-15
617963,AY1EF0GOH80EK,B002IEVJRY,5.0,2012-03-15
617964,AGVWTYW0ULXHT,B002IEVJRY,3.0,2013-03-26
617965,A2LRNLAV0ZIL4U,B002IEVJRY,4.0,2012-06-01
617967,AHUT55E980RDR,B002IEVJRY,4.0,2012-06-11
617968,AAA0TUKS5VBSA,B002IEVJRY,5.0,2012-06-02
617970,A28TWWUAWFVCTR,B002IEVJRY,2.0,2012-07-17
617971,A3LN4AOPBIUQWR,B002IEVJRY,5.0,2012-06-05
617975,A1W60EW7Q6A75C,B002IEVJRY,5.0,2012-06-28
617979,AUV3OR951650C,B002IEVJRY,4.0,2012-07-12
617980,A1ODOGXEYECQQ8,B002IEVJRY,4.0,2012-06-04
617983,AT28RL25Q2OLK,B002IEVJRY,3.0,2012-07-26
617984,AUZ3EJAU37NC5,B002IEVJRY,3.0,2012-06-12
617985,A3Q4TYJVAM4IRM,B002IEVJRY,4.0,2012-03-27
617987,A3QVAKVRAH657N,B002IEVJRY,4.0,2012-07-01
617988,A27L5L6I7OSV5B,B002IEVJRY,4.0,2012-03-23
617989,A231LBC8EGPO5L,B002IEVJRY,5.0,2012-06-22
617991,A2YB7DLC3FOR7W,B002IEVJRY,3.0,2012-06-01
617992,AVHLBVRZI8ZEX,B002IEVJRY,5.0,2012-06-07
617993,A2ZKQC0XCIIAEM,B002IEVJRY,5.0,2012-03-21
617995,ALDAF4VVLFRHP,B002IEVJRY,4.0,2012-05-31
617996,A3FKGKUCI3DG9U,B002IEVJRY,4.0,2012-06-19
617997,A3REK3OFONWB1Q,B002IEVJRY,5.0,2012-05-08
618000,A2MSQNPTNAAGL1,B002IEVJRY,3.0,2012-06-01
618001,A105S56ODHGJEK,B002IEVJRY,3.0,2012-05-31
618002,AQ6AGWKWMTY8H,B002IEVJRY,5.0,2012-03-30
618005,A3H6NNGCINPLEC,B002IEVJRY,4.0,2012-06-28
618006,A3FBM0RMCMAABV,B002IEVJRY,4.0,2013-05-14
618007,A11EIDY6DD40CS,B002IEVJRY,5.0,2012-03-31
618009,A3HRDRQ5VAFPQS,B002IEVJRY,2.0,2012-07-08
618010,A34C98SJU4M7DD,B002IEVJRY,4.0,2012-03-24
618011,A1N5FSCYN4796F,B002IEVJRY,3.0,2012-06-01
618012,A3VYKXHQDICC6,B002IEVJRY,3.0,2012-03-31
618013,A240FRPD4MEXND,B002IEVJRY,3.0,2012-06-01
618015,A37D2TGTIXRV2N,B002IEVJRY,3.0,2012-06-09
618016,AG36DMYKO3HPM,B002IEVJRY,5.0,2012-03-22
618017,AQ2FC1DLKVD8H,B002IEVJRY,1.0,2012-04-07
618019,A1MAI0TUIM3R2X,B002IEVJRY,3.0,2012-07-26
618021,A2TBAUW2W7J538,B002IEVJRY,4.0,2012-06-12
618022,A3S3R88HA0HZG3,B002IEVJRY,5.0,2012-05-30
618023,AJBF0L0KVJG8J,B002IEVJRY,5.0,2013-03-19
618024,A1RF9YK4BK5TRH,B002IEVJRY,4.0,2012-07-12
618026,A1JOANG98KBFKU,B002IEVJRY,5.0,2012-06-28
618028,A2L6QS8SVHT9RG,B002IEVJRY,4.0,2012-04-14
618029,A8WAYVOKYBLO6,B002IEVJRY,2.0,2012-06-02
618030,ARTA78TP6H73D,B002IEVJRY,3.0,2012-03-21
618031,A1J75JJ0Q2OEJN,B002IEVJRY,3.0,2012-07-20
618033,A3FWSG0GV6FRB6,B002IEVJRY,4.0,2012-04-02
618036,AJRFZ0VZ0LD26,B002IEVJRY,5.0,2012-06-03
618038,A276OI0NHBYORX,B002IEVJRY,5.0,2012-06-02
618039,A1HLJJ6MKZLR3Z,B002IEVJRY,4.0,2012-07-06
618042,A2M6B16568F7KH,B002IEVJRY,2.0,2012-03-21
618043,A2L0WJMOT484GM,B002IEVJRY,4.0,2012-06-07
618044,A277TO3PKKNYDH,B002IEVJRY,3.0,2012-06-18
618046,A3LGT6UZL99IW1,B002IEVJRY,4.0,2012-05-31
618048,AY8RR5LJIYM8C,B002IEVJRY,3.0,2012-04-15
618050,ABNMD6670TV53,B002IEVJRY,4.0,2012-03-26
618051,A2XSY4L7GDHV4W,B002IEVJRY,4.0,2012-07-03
618053,A3R33KMESG0XGQ,B002IEVJRY,3.0,2012-03-23
618054,A350HRB16YUX9P,B002IEVJRY,3.0,2012-03-21
618055,A2I5QH4F5FDKK5,B002IEVJRY,4.0,2012-07-16
618056,A2GSJUETASGMO0,B002IEVJRY,4.0,2012-03-22
618057,A2L6BT1PVV9YN0,B002IEVJRY,3.0,2012-03-26
618059,A3NKSVKXMM5I4T,B002IEVJRY,2.0,2012-06-21
618062,ARBKYIVNYWK3C,B002IEVJRY,4.0,2012-06-07
618063,A2UT0FWM1DHKFJ,B002IEVJRY,5.0,2012-06-05
618065,ADP8ROI8NMNL2,B002IEVJRY,5.0,2012-10-19
618067,A3M7BCQKSQAK4L,B002IEVJRY,5.0,2012-05-06
618070,A16WPA6JV83YXT,B002IEVJRY,3.0,2012-04-14
618072,A2SY92ZXU2FOEU,B002IEVJRY,4.0,2012-06-19
618076,A1E5WXNTI7EO2A,B002IEVJRY,3.0,2012-03-20
618079,A12E0Y0J6584RT,B002IEVJRY,4.0,2012-06-04
618083,A3NM1MT3Q2FHXV,B002IEVJRY,4.0,2012-07-11
618085,A3AQO91DYWF8R0,B002IEVJRY,4.0,2012-06-05
618087,A7T1NIWZHTC4P,B002IEVJRY,5.0,2012-06-01
618088,A140ICK18NAAYR,B002IEVJRY,3.0,2012-06-21
618090,A29M09QBG9TZLP,B002IEVJRY,5.0,2012-06-01
618091,A3VS2RYRGDW4HS,B002IEVJRY,4.0,2012-08-16
618092,A2BZ16RKE13PKV,B002IEVJRY,2.0,2012-06-02
618093,A2YKWYC3WQJX5J,B002IEVJRY,3.0,2012-06-14
618095,A7YMD8MSOBO1I,B002IEVJRY,5.0,2012-03-21
618097,ADYZOSTF9LZLD,B002IEVJRY,1.0,2013-01-25
618098,A2FFWYG9YYZFA5,B002IEVJRY,3.0,2013-03-28
618099,APDPA11IZPYLN,B002IEVJRY,3.0,2012-06-28
618100,A2B7BUH8834Y6M,B002IEVJRY,4.0,2012-07-09
618101,A1R1BFJCMWX0Y3,B002IEVJRY,2.0,2012-06-22
618102,ALQ4USPEQ9L5N,B002IEVJRY,3.0,2013-04-22
618104,AJXDBMJBVUGSR,B002IEVJRY,5.0,2012-03-20
618108,A47D5C32VLQM2,B002IEVJRY,3.0,2012-06-15
618109,A1OMHUU58XHQNG,B002IEVJRY,5.0,2012-04-09
618111,AS44QEHT3KSPK,B002IEVJRY,4.0,2012-05-15
618112,A2NB2E5DXE319Z,B002IEVJRY,4.0,2012-07-15
618120,A11I1I9QLMAM1A,B002IEVJRY,4.0,2012-06-01
618121,A23E9ZPS2RQZS0,B002IEVJRY,5.0,2013-02-05
618123,AV1F8VNJPLPTL,B002IEVJRY,4.0,2012-05-05
618124,AATKF0HDBQL86,B002IEVJRY,1.0,2012-03-22
618125,A2BPB05QNCE00B,B002IEVJRY,4.0,2012-06-08
618133,ARIDN94LOCQFD,B002IEVJRY,3.0,2012-03-19
618134,A2IMLOJ2Z2QEU2,B002IEVJRY,4.0,2012-04-05
618135,ANTN61S4L7WG9,B002IEVJRY,4.0,2012-06-01
618137,A2M1MNG7G40V85,B002IEVJRY,2.0,2012-07-12
618139,A1RRMZKOMZ2M7J,B002IEVJRY,2.0,2013-02-06
618140,A1UINGIK3UG77D,B002IEVJRY,2.0,2012-06-01
618141,A33PVCHCQ2BTN0,B002IEVJRY,5.0,2012-06-02
618142,A3CNJR9MD5BFKL,B002IEVJRY,5.0,2013-04-05
618143,A1NOV41485TE0D,B002IEVJRY,4.0,2012-04-17
618144,A2YW1MG1GKU8XD,B002IEVJRY,5.0,2012-05-30
618145,A1IZJVLNMFACS6,B002IEVJRY,4.0,2012-07-15
618146,AK9FTWLCW09RR,B002IEVJRY,4.0,2012-06-12
618148,A3K91X9X2ARDOK,B002IEVJRY,3.0,2013-03-28
618150,ACAXV4V8PBCE3,B002IEVJRY,5.0,2012-05-11
618151,AKE6DXEN3GWPC,B002IEVJRY,5.0,2012-04-07
618152,A2YQ2ZI65F37N8,B002IEVJRY,5.0,2012-07-20
618153,A1YVO5V1SO18DZ,B002IEVJRY,5.0,2012-05-29
618154,A2DDVD6SPKZOZK,B002IEVJRY,3.0,2012-03-28
618156,A1KMG1AIUS00DC,B002IEVJRY,2.0,2012-04-18
618158,A1U3MD058WEWYU,B002IEVJRY,4.0,2012-03-22
618159,A2HHAV29CZ1OIE,B002IEVJRY,5.0,2012-08-02
618160,A16YU3GRGCD95S,B002IEVJRY,4.0,2012-06-10
618161,A1LJR5IS0B6ADX,B002IEVJRY,4.0,2012-03-28
618163,A1ITRGMT80D5TK,B002IEVJRY,5.0,2012-03-20
618167,A156P4FPL8OGXB,B002IEVJRY,5.0,2012-07-25
618168,A3D6KZT0QG6UKB,B002IEVJRY,5.0,2012-04-03
618170,A1EKF9JFF1XWSV,B002IEVJRY,4.0,2012-03-23
618172,AW7BIYHXUIZ62,B002IEVJRY,4.0,2012-06-15
